landmark_index,x,y,z
0,0.7460398077964783,0.509868860244751,3.3814211519711534e-07
1,0.682579517364502,0.5369592905044556,-0.018462082371115685
2,0.6110866069793701,0.5082975029945374,-0.024517416954040527
3,0.5588776469230652,0.47844478487968445,-0.029223820194602013
4,0.5163008570671082,0.4745069146156311,-0.03387240692973137
5,0.6055449843406677,0.379263699054718,-0.005877210758626461
6,0.561612606048584,0.3244694471359253,-0.014228797517716885
7,0.5372456312179565,0.2884358763694763,-0.024902183562517166
8,0.5188502073287964,0.2558382451534271,-0.03494274988770485
9,0.6367596983909607,0.3386903405189514,-0.010803421027958393
10,0.5974678993225098,0.26943594217300415,-0.01713326759636402
11,0.5749990940093994,0.22259284555912018,-0.02931978739798069
12,0.5587805509567261,0.184160977602005,-0.039929188787937164
13,0.6756170392036438,0.31816986203193665,-0.01924498938024044
14,0.6505080461502075,0.23812881112098694,-0.03392419219017029
15,0.6357674598693848,0.18556146323680878,-0.04978494718670845
16,0.6222318410873413,0.14039792120456696,-0.06180661544203758
17,0.7188836932182312,0.31469589471817017,-0.02902037650346756
18,0.7156485319137573,0.24307388067245483,-0.047394830733537674
19,0.7147660851478577,0.19527317583560944,-0.0581221804022789
20,0.7118679285049438,0.1512434184551239,-0.06566135585308075
