landmark_index,x,y,z
0,0.7874479293823242,0.4908686876296997,4.552157406578772e-07
1,0.7205379009246826,0.5617431402206421,-0.03468029201030731
2,0.6299315094947815,0.571824848651886,-0.048344388604164124
3,0.5587397217750549,0.5730982422828674,-0.059042900800704956
4,0.5080873966217041,0.5994259119033813,-0.07032804936170578
5,0.579062283039093,0.42215943336486816,-0.023290250450372696
6,0.4985824525356293,0.38640668988227844,-0.04351535812020302
7,0.447576642036438,0.3605089485645294,-0.06319744139909744
8,0.40441006422042847,0.33472153544425964,-0.0797002762556076
9,0.5975168347358704,0.35433313250541687,-0.026341944932937622
10,0.5168031454086304,0.29758575558662415,-0.04508977383375168
11,0.4622277021408081,0.26055943965911865,-0.06663215905427933
12,0.41388100385665894,0.22880202531814575,-0.08336836099624634
13,0.6324752569198608,0.30785274505615234,-0.03447243198752403
14,0.5643223524093628,0.23130427300930023,-0.06040588766336441
15,0.5180658102035522,0.1828673928976059,-0.08430346846580505
16,0.4745776057243347,0.14283858239650726,-0.10141776502132416
17,0.6795295476913452,0.2782082259654999,-0.04533490166068077
18,0.6463552713394165,0.19880610704421997,-0.07388442009687424
19,0.6246370077133179,0.14500200748443604,-0.09072043746709824
20,0.601030707359314,0.09613919258117676,-0.10215314477682114
