landmark_index,x,y,z
0,0.21969395875930786,0.6715208292007446,6.60257569506939e-07
1,0.320290207862854,0.6588324308395386,-0.047821179032325745
2,0.4005163311958313,0.5781635046005249,-0.062361184507608414
3,0.45734184980392456,0.5036507248878479,-0.07173272967338562
4,0.505239725112915,0.4594915211200714,-0.08065714687108994
5,0.3518996238708496,0.39215928316116333,-0.03697344660758972
6,0.3913191854953766,0.2754420042037964,-0.059163011610507965
7,0.41169753670692444,0.19797374308109283,-0.07895153015851974
8,0.4256165027618408,0.13013722002506256,-0.09575340151786804
9,0.29313865303993225,0.35500386357307434,-0.033307138830423355
10,0.3119114339351654,0.21912743151187897,-0.0548500195145607
11,0.3243466019630432,0.1271694153547287,-0.0772910788655281
12,0.3317694067955017,0.051365435123443604,-0.09392207115888596
13,0.23426878452301025,0.3551875352859497,-0.03526834398508072
14,0.22915993630886078,0.21960623562335968,-0.06278743594884872
15,0.22601738572120667,0.13350701332092285,-0.09044508635997772
16,0.22387844324111938,0.058727145195007324,-0.10921039432287216
17,0.17534878849983215,0.3883231580257416,-0.04101010411977768
18,0.14085738360881805,0.2989415228366852,-0.07237856090068817
19,0.11806856095790863,0.23927226662635803,-0.09307345747947693
20,0.10243992507457733,0.18121187388896942,-0.10584622621536255
