landmark_index,x,y,z
0,0.9150305986404419,0.8660588264465332,1.382741061206616e-06
1,0.8446365594863892,0.8912408351898193,-0.10344725847244263
2,0.7731809020042419,0.886702299118042,-0.1782219558954239
3,0.7111951112747192,0.8837534189224243,-0.23472954332828522
4,0.6495895981788635,0.8822768926620483,-0.29948610067367554
5,0.7706462740898132,0.6919103860855103,-0.20018848776817322
6,0.6969070434570312,0.5668225288391113,-0.2671397924423218
7,0.6549501419067383,0.482208788394928,-0.3121050298213959
8,0.6165030598640442,0.39975258708000183,-0.34631991386413574
9,0.8531720042228699,0.6268450021743774,-0.1846422553062439
10,0.8216561675071716,0.45552071928977966,-0.25515854358673096
11,0.7999718189239502,0.336773544549942,-0.30886584520339966
12,0.774774432182312,0.22815629839897156,-0.3502340316772461
13,0.9318084716796875,0.6280258893966675,-0.16946260631084442
14,0.9478502869606018,0.46261677145957947,-0.23974952101707458
15,0.9453280568122864,0.33773598074913025,-0.2925000786781311
16,0.9377788305282593,0.2380717396736145,-0.32969334721565247
17,0.9975531697273254,0.6604511141777039,-0.15666146576404572
18,1.0152363777160645,0.5586177706718445,-0.2190752774477005
19,1.0140793323516846,0.49720498919487,-0.2498883306980133
20,1.007865309715271,0.4484177827835083,-0.2727331519126892
