landmark_index,x,y,z
0,0.47324737906455994,1.1159777641296387,8.663806738695712e-07
1,0.5853673815727234,1.0563979148864746,-0.055458914488554
2,0.6649015545845032,0.9573982954025269,-0.07378243654966354
3,0.7207437753677368,0.8486964106559753,-0.08864787220954895
4,0.7620529532432556,0.7561458349227905,-0.10378087311983109
5,0.5782002210617065,0.7674785852432251,-0.02895496040582657
6,0.6178308725357056,0.6175742745399475,-0.05171157792210579
7,0.6375334858894348,0.5243673324584961,-0.0736679658293724
8,0.6478524208068848,0.43989962339401245,-0.09260118752717972
9,0.4987216889858246,0.744766354560852,-0.027007514610886574
10,0.5027201771736145,0.5775764584541321,-0.04899014160037041
11,0.5042585134506226,0.46991199254989624,-0.0770946517586708
12,0.502414882183075,0.3761271834373474,-0.0993572473526001
13,0.4250466823577881,0.7612043023109436,-0.032799165695905685
14,0.40613940358161926,0.6045815944671631,-0.06246647983789444
15,0.3986034393310547,0.5060970783233643,-0.09458664804697037
16,0.39391276240348816,0.41652631759643555,-0.11777286976575851
17,0.35716748237609863,0.8132287859916687,-0.04365858435630798
18,0.30324873328208923,0.7082406878471375,-0.07959524542093277
19,0.26867228746414185,0.6376221776008606,-0.10333307087421417
20,0.24459224939346313,0.5677664875984192,-0.11856862157583237
