landmark_index,x,y,z
0,0.3049834370613098,0.5762510895729065,2.3407058336033515e-07
1,0.22123456001281738,0.5458436608314514,-0.014149240218102932
2,0.1636032909154892,0.46026691794395447,-0.011747924610972404
3,0.12746919691562653,0.3935695290565491,-0.010903009213507175
4,0.08856500685214996,0.36093610525131226,-0.010452689602971077
5,0.2263164520263672,0.3362918496131897,0.017680741846561432
6,0.2023337036371231,0.2484397143125534,0.014867829158902168
7,0.19146102666854858,0.19317227602005005,0.0047406102530658245
8,0.18421399593353271,0.14471569657325745,-0.005824128165841103
9,0.27710288763046265,0.3167484402656555,0.010525044053792953
10,0.26844626665115356,0.21268203854560852,0.010417167097330093
11,0.26312944293022156,0.1466527134180069,-0.0023317825980484486
12,0.2581328749656677,0.09126849472522736,-0.014172433875501156
13,0.32474368810653687,0.32218921184539795,-0.0014273234410211444
14,0.3329673409461975,0.22541195154190063,-0.011867358349263668
15,0.3385329842567444,0.16503050923347473,-0.028041157871484756
16,0.34221142530441284,0.11054977774620056,-0.040931083261966705
17,0.36957794427871704,0.34850186109542847,-0.015445257537066936
18,0.3993667960166931,0.28072071075439453,-0.03003315068781376
19,0.4218325614929199,0.2420537769794464,-0.038908716291189194
20,0.44142723083496094,0.20482280850410461,-0.0457402803003788
