landmark_index,x,y,z
0,0.483551025390625,0.618453323841095,4.100710384591366e-07
1,0.39949095249176025,0.5633324980735779,-0.025262931361794472
2,0.3498954772949219,0.47061723470687866,-0.025999056175351143
3,0.31510382890701294,0.39944812655448914,-0.027023056522011757
4,0.27914971113204956,0.34722164273262024,-0.0270160473883152
5,0.41564178466796875,0.3604241609573364,0.02378470078110695
6,0.3986107110977173,0.2647708058357239,0.024098427966237068
7,0.39264965057373047,0.20116958022117615,0.016972355544567108
8,0.38992148637771606,0.15030667185783386,0.009291263297200203
9,0.46753543615341187,0.3532184958457947,0.023091332986950874
10,0.4654461741447449,0.2468215525150299,0.030543319880962372
11,0.4648440480232239,0.17992296814918518,0.025377368554472923
12,0.46135371923446655,0.12620173394680023,0.019459353759884834
13,0.5138281583786011,0.3679242432117462,0.014504274353384972
14,0.5277509093284607,0.2736162543296814,0.010427267290651798
15,0.5355235934257507,0.21410948038101196,-0.0010686253663152456
16,0.5387298464775085,0.1588764190673828,-0.01088783796876669
17,0.5561894178390503,0.39785557985305786,0.0019686527084559202
18,0.5884652137756348,0.3387342393398285,-0.008771860040724277
19,0.6084970831871033,0.30699431896209717,-0.016600975766777992
20,0.6256387829780579,0.27259179949760437,-0.022670529782772064
