landmark_index,x,y,z
0,0.4123173952102661,0.655152440071106,5.172299779587775e-07
1,0.34663912653923035,0.5466687679290771,-0.034658823162317276
2,0.34754616022109985,0.40755119919776917,-0.042143840342760086
3,0.37077105045318604,0.30101490020751953,-0.04759359359741211
4,0.37615227699279785,0.21365579962730408,-0.052018921822309494
5,0.4906283915042877,0.32596883177757263,-0.006955225020647049
6,0.5300533175468445,0.21314221620559692,-0.018076162785291672
7,0.5582438707351685,0.1475110650062561,-0.030565090477466583
8,0.5837316513061523,0.09467394649982452,-0.042380113154649734
9,0.5529993176460266,0.3640453815460205,-0.010453899390995502
10,0.6186003088951111,0.25893715023994446,-0.01731204427778721
11,0.6562941074371338,0.1955169290304184,-0.03177766129374504
12,0.6873642802238464,0.14287644624710083,-0.04404293745756149
13,0.5902628898620605,0.42401066422462463,-0.02095727063715458
14,0.6750863194465637,0.3494129776954651,-0.045313384383916855
15,0.7255499362945557,0.30438005924224854,-0.06895752251148224
16,0.7687071561813354,0.263823926448822,-0.08544637262821198
17,0.6064116358757019,0.5000336766242981,-0.034612614661455154
18,0.6914789080619812,0.48515063524246216,-0.06969194859266281
19,0.7456031441688538,0.4797077775001526,-0.0905877873301506
20,0.7939015030860901,0.47096115350723267,-0.10298509150743484
