landmark_index,x,y,z
0,0.8850594162940979,0.4200696349143982,-8.063705081440276e-07
1,0.8208444118499756,0.43941405415534973,-0.032243892550468445
2,0.7365944385528564,0.4183642864227295,-0.047707196325063705
3,0.6839087009429932,0.36283403635025024,-0.06290239840745926
4,0.6952272653579712,0.2925339639186859,-0.07049640268087387
5,0.724593997001648,0.30149468779563904,-0.00779452919960022
6,0.6950677633285522,0.2773195207118988,-0.05118724703788757
7,0.7334790229797363,0.33943483233451843,-0.06923755258321762
8,0.7407894134521484,0.34352147579193115,-0.077238067984581
9,0.7670115232467651,0.26477527618408203,-0.010431940667331219
10,0.7376026511192322,0.24716199934482574,-0.05657791346311569
11,0.7800644040107727,0.33004164695739746,-0.05814403295516968
12,0.7827517986297607,0.323993444442749,-0.04843847081065178
13,0.8120601773262024,0.2373669445514679,-0.022366033867001534
14,0.784051239490509,0.21946218609809875,-0.07060595601797104
15,0.8186531066894531,0.3049968481063843,-0.05205811560153961
16,0.822782039642334,0.30289679765701294,-0.02758300118148327
17,0.8599196076393127,0.21517512202262878,-0.03758777305483818
18,0.8336662650108337,0.20756198465824127,-0.06232547387480736
19,0.8528297543525696,0.27180108428001404,-0.04732651263475418
20,0.8601953983306885,0.27561986446380615,-0.030049821361899376
