landmark_index,x,y,z
0,0.3700867295265198,0.4715046286582947,-4.805763751392078e-07
1,0.308476060628891,0.4515106678009033,-0.007381655741482973
2,0.2638114392757416,0.4013155400753021,-0.007638468872755766
3,0.24363794922828674,0.33954545855522156,-0.011965475045144558
4,0.2562962770462036,0.2923854887485504,-0.013504566624760628
5,0.281505286693573,0.34646695852279663,0.026189664378762245
6,0.2683980464935303,0.2963477373123169,0.004416793119162321
7,0.28249871730804443,0.32963088154792786,-0.0118819959461689
8,0.293643593788147,0.35939693450927734,-0.018620504066348076
9,0.31513944268226624,0.3360865116119385,0.021674485877156258
10,0.30532073974609375,0.28861892223358154,-0.0019495191518217325
11,0.32117271423339844,0.3422190845012665,-0.013431724160909653
12,0.3285190761089325,0.3748515248298645,-0.013877137564122677
13,0.3491382598876953,0.33168405294418335,0.01239362545311451
14,0.3391474783420563,0.2839025855064392,-0.012958654202520847
15,0.34926143288612366,0.34306925535202026,-0.008197184652090073
16,0.3547137677669525,0.38054168224334717,0.003954599145799875
17,0.3859865665435791,0.3340098559856415,0.0023314799182116985
18,0.37476009130477905,0.2931601107120514,-0.009150708094239235
19,0.37645500898361206,0.3339623212814331,0.0010897965403273702
20,0.3792622983455658,0.36145976185798645,0.013531800359487534
