landmark_index,x,y,z
0,0.8120973110198975,0.39964616298675537,-9.49679133555037e-07
1,0.7173500061035156,0.3384207785129547,-0.01678426004946232
2,0.6656200289726257,0.2444310486316681,-0.017537914216518402
3,0.6577027440071106,0.12936073541641235,-0.02366827242076397
4,0.6870293021202087,0.05237589031457901,-0.023090936243534088
5,0.7236712574958801,0.15036533772945404,0.047378528863191605
6,0.7246131300926208,0.06824114173650742,0.010208237916231155
7,0.7205290794372559,0.15053628385066986,-0.013596273958683014
8,0.7248710989952087,0.19793885946273804,-0.022406095638871193
9,0.7761192321777344,0.1555255651473999,0.04339724779129028
10,0.7728898525238037,0.07328927516937256,0.0019622338004410267
11,0.7668559551239014,0.18318437039852142,-0.012707930989563465
12,0.7737442255020142,0.22444215416908264,-0.009366549551486969
13,0.8248513340950012,0.1676395684480667,0.02972315438091755
14,0.8232932090759277,0.07927276939153671,-0.01805744133889675
15,0.809332549571991,0.1890304982662201,-0.008295806124806404
16,0.8148708939552307,0.2409067153930664,0.015354868955910206
17,0.8806060552597046,0.18845823407173157,0.0145144397392869
18,0.873536229133606,0.11180590093135834,-0.010176667012274265
19,0.8582843542098999,0.18582957983016968,0.004928647540509701
20,0.8597838878631592,0.22858953475952148,0.026097457855939865
