landmark_index,x,y,z
0,0.6367775201797485,0.4143075942993164,-8.207358632716932e-07
1,0.5377668738365173,0.35885363817214966,-0.01132701151072979
2,0.4693523347377777,0.2702406346797943,-0.01583942025899887
3,0.4462431073188782,0.15761907398700714,-0.028547998517751694
4,0.4876837730407715,0.08356316387653351,-0.037797387689352036
5,0.5266270041465759,0.1742093712091446,0.04210016131401062
6,0.5125049948692322,0.09361141175031662,0.0011618566932156682
7,0.5172985792160034,0.15487070381641388,-0.029972059652209282
8,0.5299081802368164,0.213258296251297,-0.04315425083041191
9,0.5779057145118713,0.16840383410453796,0.03218767046928406
10,0.5597154498100281,0.07862314581871033,-0.012286128476262093
11,0.5649069547653198,0.17001549899578094,-0.032662246376276016
12,0.5776902437210083,0.23651009798049927,-0.032632697373628616
13,0.6319354772567749,0.169891357421875,0.013826599344611168
14,0.6124234795570374,0.07824224978685379,-0.03258800134062767
15,0.6111536026000977,0.1778492033481598,-0.027169356122612953
16,0.6201669573783875,0.25035035610198975,-0.006395553704351187
17,0.6907742023468018,0.18283772468566895,-0.00602608872577548
18,0.6719569563865662,0.10107036679983139,-0.0297530610114336
19,0.6612463593482971,0.16508004069328308,-0.016496209427714348
20,0.6641858816146851,0.22030290961265564,0.0028743562288582325
