landmark_index,x,y,z
0,0.7437052726745605,0.38329559564590454,-6.98515975727787e-07
1,0.6861674785614014,0.4045921564102173,-0.02666795626282692
2,0.6155457496643066,0.38597768545150757,-0.03903093561530113
3,0.5666912198066711,0.338694304227829,-0.05185038596391678
4,0.5747446417808533,0.28158053755760193,-0.05876091122627258
5,0.6034702658653259,0.2975005507469177,-0.002541414462029934
6,0.5731780529022217,0.266691118478775,-0.03913430497050285
7,0.608386754989624,0.3170527219772339,-0.0548652708530426
8,0.6187645792961121,0.3247969150543213,-0.06132490560412407
9,0.6383209824562073,0.2634769380092621,-0.004486007150262594
10,0.6116543412208557,0.23983140289783478,-0.042945440858602524
11,0.6491689682006836,0.30581387877464294,-0.04526767507195473
12,0.6518945693969727,0.3059195876121521,-0.03767700865864754
13,0.6754815578460693,0.23691773414611816,-0.014314990490674973
14,0.6487953662872314,0.2142868936061859,-0.05452669784426689
15,0.6815136671066284,0.28348398208618164,-0.03917427733540535
16,0.6864802241325378,0.2864335775375366,-0.01852095127105713
17,0.7148786187171936,0.2151302993297577,-0.02684958465397358
18,0.6903867721557617,0.2093111276626587,-0.04657535254955292
19,0.7098971009254456,0.2612810730934143,-0.03300401195883751
20,0.7177555561065674,0.266287237405777,-0.017799928784370422
