landmark_index,x,y,z
0,0.18277423083782196,0.27676716446876526,-5.31708508333395e-07
1,0.11935321241617203,0.25208422541618347,-0.024350132793188095
2,0.06635552644729614,0.1960679292678833,-0.037781331688165665
3,0.04339534044265747,0.12547679245471954,-0.05042509362101555
4,0.057594627141952515,0.0759919136762619,-0.05607479065656662
5,0.0840720683336258,0.11790721118450165,-0.014102010987699032
6,0.07162849605083466,0.06390498578548431,-0.039003886282444
7,0.08557304739952087,0.1252836436033249,-0.042982690036296844
8,0.09324059635400772,0.15721645951271057,-0.041730839759111404
9,0.12289603054523468,0.10731200873851776,-0.01353011466562748
10,0.11126472055912018,0.056641772389411926,-0.043107204139232635
11,0.12425477802753448,0.13379716873168945,-0.04338277131319046
12,0.1279383897781372,0.1563296616077423,-0.03691483289003372
13,0.16265051066875458,0.10375619679689407,-0.017841624096035957
14,0.15401920676231384,0.05928020179271698,-0.04940711334347725
15,0.1607826203107834,0.1353674679994583,-0.03520967811346054
16,0.1616140753030777,0.1588200032711029,-0.018157126381993294
17,0.20195293426513672,0.1108875572681427,-0.02419986203312874
18,0.19482123851776123,0.07126408070325851,-0.04222529008984566
19,0.19362887740135193,0.1254938244819641,-0.03081679902970791
20,0.192934051156044,0.14703693985939026,-0.018054701387882233
