landmark_index,x,y,z
0,0.515734076499939,0.5396382808685303,-4.954297878612124e-07
1,0.6156127452850342,0.605479896068573,-0.016223357990384102
2,0.7086536288261414,0.6078383922576904,-0.02024311013519764
3,0.7825378179550171,0.5682215690612793,-0.027939755469560623
4,0.8130409121513367,0.493176132440567,-0.03227058798074722
5,0.7206894755363464,0.4694741666316986,0.0058694882318377495
6,0.7858100533485413,0.4364544749259949,-0.025891555473208427
7,0.7473495602607727,0.49598726630210876,-0.04224782437086105
8,0.6995487213134766,0.5243111848831177,-0.046099089086055756
9,0.6922339200973511,0.41328272223472595,-0.00045215472346171737
10,0.7645232677459717,0.37523940205574036,-0.037489332258701324
11,0.7063485980033875,0.4526984691619873,-0.05109120160341263
12,0.6568170785903931,0.47588104009628296,-0.05070003122091293
13,0.6535200476646423,0.3596871495246887,-0.01165672205388546
14,0.7294304370880127,0.3215011954307556,-0.05195951461791992
15,0.6733239889144897,0.40825438499450684,-0.041982702910900116
16,0.6270113587379456,0.4340806007385254,-0.023277774453163147
17,0.6007689833641052,0.3030717670917511,-0.023813214153051376
18,0.6702303886413574,0.2765410542488098,-0.05008940398693085
19,0.6470064520835876,0.34828799962997437,-0.0350402407348156
20,0.6155992746353149,0.3819669187068939,-0.016208278015255928
