landmark_index,x,y,z
0,0.628035843372345,0.4515325427055359,-9.130617399932817e-07
1,0.7083927392959595,0.3593376576900482,0.010065266862511635
2,0.7128223180770874,0.25597789883613586,0.01627447083592415
3,0.6702012419700623,0.18003539741039276,0.02414066717028618
4,0.6134252548217773,0.1613301783800125,0.03180529177188873
5,0.6778156161308289,0.12143850326538086,-0.007943901233375072
6,0.662176251411438,0.1552504152059555,0.00260650971904397
7,0.6531512141227722,0.20021280646324158,0.007822094485163689
8,0.6496687531471252,0.23264971375465393,0.009400241076946259
9,0.6040840148925781,0.10241036117076874,-0.008314830251038074
10,0.588931679725647,0.15758182108402252,0.018238132819533348
11,0.5867153406143188,0.21330538392066956,0.028933824971318245
12,0.5953798890113831,0.245304673910141,0.027467848733067513
13,0.5345768332481384,0.12618394196033478,-0.003911230713129044
14,0.5176567435264587,0.17540015280246735,0.0199732705950737
15,0.5269775390625,0.22234611213207245,0.025696471333503723
16,0.542586624622345,0.25383254885673523,0.019236164167523384
17,0.4687868356704712,0.17159077525138855,0.0019931597635149956
18,0.45898106694221497,0.21508382260799408,0.01962137222290039
19,0.474101185798645,0.25467193126678467,0.03086242265999317
20,0.4881586730480194,0.2828410863876343,0.036047618836164474
