landmark_index,x,y,z
0,0.24082282185554504,0.5046373009681702,-7.975627340783831e-07
1,0.160627543926239,0.41486668586730957,0.0035684506874531507
2,0.13732466101646423,0.2997049391269684,0.007212409283965826
3,0.15217290818691254,0.18690787255764008,0.011811193078756332
4,0.1609838455915451,0.11054199934005737,0.02067028544843197
5,0.2015860676765442,0.2038736343383789,0.0016694521764293313
6,0.21536406874656677,0.136613130569458,0.012348928488790989
7,0.20656153559684753,0.17844560742378235,0.02458353526890278
8,0.1965150535106659,0.2263285517692566,0.032842572778463364
9,0.26677799224853516,0.2126249074935913,0.0010491955326870084
10,0.2633512020111084,0.18104475736618042,0.02479676529765129
11,0.2523615062236786,0.22131074965000153,0.03598886355757713
12,0.24838213622570038,0.2588740289211273,0.0367097407579422
13,0.322908490896225,0.24105596542358398,0.0022811484523117542
14,0.30905681848526,0.21677596867084503,0.018826402723789215
15,0.297519713640213,0.25027117133140564,0.026557791978120804
16,0.2916661202907562,0.2893892526626587,0.025050988420844078
17,0.3699268400669098,0.27429836988449097,0.004122361075133085
18,0.3552192449569702,0.24227087199687958,0.016362110152840614
19,0.3415188789367676,0.2726438641548157,0.02778543531894684
20,0.33521103858947754,0.3081280589103699,0.03473532572388649
