landmark_index,x,y,z
0,0.1854921281337738,0.44475722312927246,-5.853769948771514e-07
1,0.23024976253509521,0.32854199409484863,0.01757754758000374
2,0.22524477541446686,0.22588753700256348,0.02364683337509632
3,0.17472189664840698,0.16800779104232788,0.028941063210368156
4,0.12651047110557556,0.17269523441791534,0.034886278212070465
5,0.19313916563987732,0.147519052028656,-0.0005555266398005188
6,0.14448347687721252,0.11193887889385223,0.012683579698204994
7,0.14473241567611694,0.1513252556324005,0.024730626493692398
8,0.1566903442144394,0.1897410750389099,0.03117501363158226
9,0.130933940410614,0.1683022528886795,-0.006422271020710468
10,0.09804967045783997,0.13897889852523804,0.01621386781334877
11,0.1030990481376648,0.17971335351467133,0.02779524214565754
12,0.11660772562026978,0.21560406684875488,0.0290889460593462
13,0.07837077975273132,0.20663772523403168,-0.007496871519833803
14,0.05203952267765999,0.16247139871120453,0.013774256221950054
15,0.062238775193691254,0.19683869183063507,0.02485157921910286
16,0.07906623184680939,0.23659227788448334,0.024131380021572113
17,0.03554633632302284,0.25407785177230835,-0.006405172869563103
18,0.019864164292812347,0.21338072419166565,0.008935267105698586
19,0.03352918475866318,0.23832158744335175,0.022746656090021133
20,0.047394879162311554,0.2702893018722534,0.030296657234430313
