landmark_index,x,y,z
0,0.2428416609764099,0.5028757452964783,-8.36252411318128e-07
1,0.15998004376888275,0.41560906171798706,0.00533957127481699
2,0.13755351305007935,0.3012580871582031,0.009734105318784714
3,0.15279343724250793,0.1919192522764206,0.01429882925003767
4,0.15872454643249512,0.1164669394493103,0.02223251573741436
5,0.20388996601104736,0.19773420691490173,0.0042075724340975285
6,0.2137354016304016,0.14076516032218933,0.014824584126472473
7,0.20542839169502258,0.18113800883293152,0.02475862205028534
8,0.19748878479003906,0.22788862884044647,0.03090541437268257
9,0.26954126358032227,0.20717114210128784,0.002114688279107213
10,0.2620224356651306,0.1889202743768692,0.025784045457839966
11,0.24983583390712738,0.2297457903623581,0.034868381917476654
12,0.24554350972175598,0.2682459354400635,0.03404434770345688
13,0.32479700446128845,0.23807354271411896,0.0020039414521306753
14,0.30918362736701965,0.22487448155879974,0.018603501841425896
15,0.2961166203022003,0.25812432169914246,0.025481844320893288
16,0.28922632336616516,0.2969141900539398,0.02329847775399685
17,0.37082338333129883,0.27542370557785034,0.002510510850697756
18,0.35551369190216064,0.25457465648651123,0.015619966201484203
19,0.34132733941078186,0.28242751955986023,0.026913896203041077
20,0.3338627815246582,0.31440219283103943,0.0335264652967453
