landmark_index,x,y,z
0,0.48107078671455383,0.2942945957183838,-1.2404137805788196e-07
1,0.4638534188270569,0.20538480579853058,-0.0033471323549747467
2,0.40429970622062683,0.13293150067329407,-0.009290761314332485
3,0.33946484327316284,0.10165680944919586,-0.012384619563817978
4,0.2888907492160797,0.09731057286262512,-0.015081164427101612
5,0.3820057213306427,0.12413377314805984,-0.03730960562825203
6,0.2943757176399231,0.14046551287174225,-0.05092080309987068
7,0.3094941973686218,0.16269008815288544,-0.05172468349337578
8,0.3368735909461975,0.16538655757904053,-0.04989667981863022
9,0.368504136800766,0.1943211704492569,-0.04153602197766304
10,0.2819354832172394,0.20387190580368042,-0.05150258541107178
11,0.3054787218570709,0.22276011109352112,-0.04404003545641899
12,0.3364276885986328,0.2241060584783554,-0.0390530601143837
13,0.3590847849845886,0.2656225264072418,-0.044135212898254395
14,0.2816113531589508,0.2731506824493408,-0.052118778228759766
15,0.309520959854126,0.28458350896835327,-0.03694973140954971
16,0.3402866721153259,0.28122222423553467,-0.027544809505343437
17,0.3559708893299103,0.33387061953544617,-0.04613298550248146
18,0.3035346269607544,0.3316446542739868,-0.05465748533606529
19,0.3269467055797577,0.3365822434425354,-0.04501201584935188
20,0.3508392870426178,0.3305997848510742,-0.03646036237478256
